,match_id,year,stage_name,equipe,gols_feitos,gols_sofridos,vitoria,empate,mando
1536,M-1978-19,1978,group stage,Tunisia,0,0,False,True,Fora
1537,M-1978-20,1978,group stage,Italy,1,0,True,False,Fora
1538,M-1978-21,1978,group stage,Austria,0,1,False,False,Fora
1539,M-1978-22,1978,group stage,Sweden,0,1,False,False,Fora
1540,M-1978-23,1978,group stage,Iran,1,4,False,False,Fora
1541,M-1978-24,1978,group stage,Netherlands,2,3,False,False,Fora
1542,M-1978-25,1978,second group stage,Netherlands,5,1,True,False,Fora
1543,M-1978-26,1978,second group stage,West Germany,0,0,False,True,Fora
1544,M-1978-27,1978,second group stage,Peru,0,3,False,False,Fora
1545,M-1978-28,1978,second group stage,Poland,0,2,False,False,Fora
1546,M-1978-29,1978,second group stage,Poland,1,0,True,False,Fora
1547,M-1978-30,1978,second group stage,Austria,0,1,False,False,Fora
1548,M-1978-31,1978,second group stage,West Germany,2,2,False,True,Fora
1549,M-1978-32,1978,second group stage,Brazil,0,0,False,True,Fora
1550,M-1978-33,1978,second group stage,West Germany,2,3,False,False,Fora
1551,M-1978-34,1978,second group stage,Netherlands,2,1,True,False,Fora
1552,M-1978-35,1978,second group stage,Poland,1,3,False,False,Fora
1553,M-1978-36,1978,second group stage,Peru,0,6,False,False,Fora
1554,M-1978-37,1978,third-place match,Italy,1,2,False,False,Fora
1555,M-1978-38,1978,final,Netherlands,1,3,False,False,Fora
1556,M-1982-01,1982,group stage,Belgium,1,0,True,False,Fora
1557,M-1982-02,1982,group stage,Poland,0,0,False,True,Fora
1558,M-1982-03,1982,group stage,Soviet Union,1,2,False,False,Fora
1559,M-1982-04,1982,group stage,Cameroon,0,0,False,True,Fora
1560,M-1982-05,1982,group stage,El Salvador,1,10,False,False,Fora
1561,M-1982-06,1982,group stage,New Zealand,2,5,False,False,Fora
1562,M-1982-07,1982,group stage,Algeria,2,1,True,False,Fora
1563,M-1982-08,1982,group stage,France,1,3,False,False,Fora
1564,M-1982-09,1982,group stage,Honduras,1,1,False,True,Fora
1565,M-1982-10,1982,group stage,Austria,1,0,True,False,Fora
1566,M-1982-11,1982,group stage,Kuwait,1,1,False,True,Fora
1567,M-1982-12,1982,group stage,Northern Ireland,0,0,False,True,Fora
1568,M-1982-13,1982,group stage,Peru,1,1,False,True,Fora
1569,M-1982-14,1982,group stage,Hungary,1,4,False,False,Fora
1570,M-1982-15,1982,group stage,Scotland,1,4,False,False,Fora
1571,M-1982-16,1982,group stage,Cameroon,0,0,False,True,Fora
1572,M-1982-17,1982,group stage,El Salvador,0,1,False,False,Fora
1573,M-1982-18,1982,group stage,New Zealand,0,3,False,False,Fora
1574,M-1982-19,1982,group stage,Chile,1,4,False,False,Fora
1575,M-1982-20,1982,group stage,Czechoslovakia,0,2,False,False,Fora
1576,M-1982-21,1982,group stage,Yugoslavia,1,2,False,False,Fora
1577,M-1982-22,1982,group stage,Austria,2,0,True,False,Fora
1578,M-1982-23,1982,group stage,Kuwait,1,4,False,False,Fora
1579,M-1982-24,1982,group stage,Northern Ireland,1,1,False,True,Fora
1580,M-1982-25,1982,group stage,Peru,1,5,False,False,Fora
1581,M-1982-26,1982,group stage,Hungary,1,1,False,True,Fora
1582,M-1982-27,1982,group stage,Scotland,2,2,False,True,Fora
1583,M-1982-28,1982,group stage,Cameroon,1,1,False,True,Fora
1584,M-1982-29,1982,group stage,El Salvador,0,2,False,False,Fora
1585,M-1982-30,1982,group stage,New Zealand,0,4,False,False,Fora
1586,M-1982-31,1982,group stage,Chile,2,3,False,False,Fora
1587,M-1982-32,1982,group stage,Czechoslovakia,1,1,False,True,Fora
1588,M-1982-33,1982,group stage,Yugoslavia,1,0,True,False,Fora
1589,M-1982-34,1982,group stage,Austria,0,1,False,False,Fora
1590,M-1982-35,1982,group stage,Kuwait,0,1,False,False,Fora
1591,M-1982-36,1982,group stage,Northern Ireland,1,0,True,False,Fora
1592,M-1982-37,1982,second group stage,France,1,0,True,False,Fora
1593,M-1982-38,1982,second group stage,Belgium,0,3,False,False,Fora
1594,M-1982-39,1982,second group stage,Argentina,1,2,False,False,Fora
1595,M-1982-40,1982,second group stage,England,0,0,False,True,Fora
1596,M-1982-41,1982,second group stage,Northern Ireland,2,2,False,True,Fora
1597,M-1982-42,1982,second group stage,Soviet Union,1,0,True,False,Fora
1598,M-1982-43,1982,second group stage,Brazil,3,1,True,False,Fora
1599,M-1982-44,1982,second group stage,Spain,1,2,False,False,Fora
1600,M-1982-45,1982,second group stage,Northern Ireland,1,4,False,False,Fora
1601,M-1982-46,1982,second group stage,Poland,0,0,False,True,Fora
1602,M-1982-47,1982,second group stage,Brazil,2,3,False,False,Fora
1603,M-1982-48,1982,second group stage,England,0,0,False,True,Fora
1604,M-1982-49,1982,semi-finals,Italy,2,0,True,False,Fora
1605,M-1982-50,1982,semi-finals,France,3,3,False,True,Fora
1606,M-1982-51,1982,third-place match,France,2,3,False,False,Fora
1607,M-1982-52,1982,final,West Germany,1,3,False,False,Fora
1608,M-1986-01,1986,group stage,Italy,1,1,False,True,Fora
1609,M-1986-02,1986,group stage,Brazil,1,0,True,False,Fora
1610,M-1986-03,1986,group stage,France,1,0,True,False,Fora
1611,M-1986-04,1986,group stage,South Korea,1,3,False,False,Fora
1612,M-1986-05,1986,group stage,Hungary,0,6,False,False,Fora
1613,M-1986-06,1986,group stage,Poland,0,0,False,True,Fora
1614,M-1986-07,1986,group stage,Mexico,2,1,True,False,Fora
1615,M-1986-08,1986,group stage,Northern Ireland,1,1,False,True,Fora
1616,M-1986-09,1986,group stage,England,0,1,False,False,Fora
1617,M-1986-10,1986,group stage,Iraq,0,1,False,False,Fora
1618,M-1986-11,1986,group stage,West Germany,1,1,False,True,Fora
1619,M-1986-12,1986,group stage,Denmark,1,0,True,False,Fora
1620,M-1986-13,1986,group stage,Argentina,1,1,False,True,Fora
1621,M-1986-14,1986,group stage,Soviet Union,1,1,False,True,Fora
1622,M-1986-15,1986,group stage,Bulgaria,1,1,False,True,Fora
1623,M-1986-16,1986,group stage,Canada,0,2,False,False,Fora
1624,M-1986-17,1986,group stage,Algeria,0,1,False,False,Fora
1625,M-1986-18,1986,group stage,Morocco,0,0,False,True,Fora
1626,M-1986-19,1986,group stage,Paraguay,1,1,False,True,Fora
1627,M-1986-20,1986,group stage,Spain,2,1,True,False,Fora
1628,M-1986-21,1986,group stage,Portugal,0,1,False,False,Fora
1629,M-1986-22,1986,group stage,Belgium,2,1,True,False,Fora
1630,M-1986-23,1986,group stage,Scotland,1,2,False,False,Fora
1631,M-1986-24,1986,group stage,Uruguay,1,6,False,False,Fora
1632,M-1986-25,1986,group stage,France,3,0,True,False,Fora
1633,M-1986-26,1986,group stage,Canada,0,2,False,False,Fora
1634,M-1986-27,1986,group stage,Bulgaria,0,2,False,False,Fora
1635,M-1986-28,1986,group stage,Italy,3,2,True,False,Fora
1636,M-1986-29,1986,group stage,Mexico,1,0,True,False,Fora
1637,M-1986-30,1986,group stage,Belgium,2,2,False,True,Fora
1638,M-1986-31,1986,group stage,Poland,0,3,False,False,Fora
1639,M-1986-32,1986,group stage,Morocco,3,1,True,False,Fora
1640,M-1986-33,1986,group stage,Spain,3,0,True,False,Fora
1641,M-1986-34,1986,group stage,Brazil,3,0,True,False,Fora
1642,M-1986-35,1986,group stage,West Germany,0,2,False,False,Fora
1643,M-1986-36,1986,group stage,Uruguay,0,0,False,True,Fora
1644,M-1986-37,1986,round of 16,Bulgaria,0,2,False,False,Fora
1645,M-1986-38,1986,round of 16,Belgium,4,3,True,False,Fora
1646,M-1986-39,1986,round of 16,Poland,0,4,False,False,Fora
1647,M-1986-40,1986,round of 16,Uruguay,0,1,False,False,Fora
1648,M-1986-41,1986,round of 16,France,2,0,True,False,Fora
1649,M-1986-42,1986,round of 16,West Germany,1,0,True,False,Fora
1650,M-1986-43,1986,round of 16,Paraguay,0,3,False,False,Fora
1651,M-1986-44,1986,round of 16,Spain,5,1,True,False,Fora
1652,M-1986-45,1986,quarter-finals,France,1,1,False,True,Fora
1653,M-1986-46,1986,quarter-finals,Mexico,0,0,False,True,Fora
1654,M-1986-47,1986,quarter-finals,England,1,2,False,False,Fora
1655,M-1986-48,1986,quarter-finals,Belgium,1,1,False,True,Fora
1656,M-1986-49,1986,semi-finals,West Germany,2,0,True,False,Fora
1657,M-1986-50,1986,semi-finals,Belgium,0,2,False,False,Fora
1658,M-1986-51,1986,third-place match,France,4,2,True,False,Fora
1659,M-1986-52,1986,final,West Germany,2,3,False,False,Fora
1660,M-1990-01,1990,group stage,Cameroon,1,0,True,False,Fora
1661,M-1990-02,1990,group stage,Romania,2,0,True,False,Fora
1662,M-1990-03,1990,group stage,Colombia,2,0,True,False,Fora
1663,M-1990-04,1990,group stage,Austria,0,1,False,False,Fora
1664,M-1990-05,1990,group stage,Czechoslovakia,5,1,True,False,Fora
1665,M-1990-06,1990,group stage,Sweden,1,2,False,False,Fora
1666,M-1990-07,1990,group stage,Yugoslavia,1,4,False,False,Fora
1667,M-1990-08,1990,group stage,Scotland,0,1,False,False,Fora
1668,M-1990-09,1990,group stage,Republic of Ireland,1,1,False,True,Fora
1669,M-1990-10,1990,group stage,South Korea,0,2,False,False,Fora
1670,M-1990-11,1990,group stage,Egypt,1,1,False,True,Fora
1671,M-1990-12,1990,group stage,Spain,0,0,False,True,Fora
1672,M-1990-13,1990,group stage,Soviet Union,0,2,False,False,Fora
1673,M-1990-14,1990,group stage,Romania,1,2,False,False,Fora
1674,M-1990-15,1990,group stage,Colombia,0,1,False,False,Fora
1675,M-1990-16,1990,group stage,United States,0,1,False,False,Fora
1676,M-1990-17,1990,group stage,Czechoslovakia,1,0,True,False,Fora
1677,M-1990-18,1990,group stage,United Arab Emirates,1,5,False,False,Fora
1678,M-1990-19,1990,group stage,Costa Rica,0,1,False,False,Fora
1679,M-1990-20,1990,group stage,Scotland,2,1,True,False,Fora
1680,M-1990-21,1990,group stage,Netherlands,0,0,False,True,Fora
1681,M-1990-22,1990,group stage,Egypt,0,0,False,True,Fora
1682,M-1990-23,1990,group stage,Uruguay,1,3,False,False,Fora
1683,M-1990-24,1990,group stage,Spain,3,1,True,False,Fora
1684,M-1990-25,1990,group stage,Romania,1,1,False,True,Fora
1685,M-1990-26,1990,group stage,Soviet Union,4,0,True,False,Fora
1686,M-1990-27,1990,group stage,Colombia,1,1,False,True,Fora
1687,M-1990-28,1990,group stage,United Arab Emirates,1,4,False,False,Fora
1688,M-1990-29,1990,group stage,United States,1,2,False,False,Fora
1689,M-1990-30,1990,group stage,Czechoslovakia,0,2,False,False,Fora
1690,M-1990-31,1990,group stage,Scotland,0,1,False,False,Fora
1691,M-1990-32,1990,group stage,Costa Rica,2,1,True,False,Fora
1692,M-1990-33,1990,group stage,Spain,2,1,True,False,Fora
1693,M-1990-34,1990,group stage,Uruguay,1,0,True,False,Fora
1694,M-1990-35,1990,group stage,Egypt,0,1,False,False,Fora
1695,M-1990-36,1990,group stage,Netherlands,1,1,False,True,Fora
1696,M-1990-37,1990,round of 16,Colombia,1,2,False,False,Fora
1697,M-1990-38,1990,round of 16,Costa Rica,1,4,False,False,Fora
1698,M-1990-39,1990,round of 16,Argentina,1,0,True,False,Fora
1699,M-1990-40,1990,round of 16,Netherlands,1,2,False,False,Fora
1700,M-1990-41,1990,round of 16,Romania,0,0,False,True,Fora
1701,M-1990-42,1990,round of 16,Uruguay,0,2,False,False,Fora
1702,M-1990-43,1990,round of 16,Yugoslavia,2,1,True,False,Fora
1703,M-1990-44,1990,round of 16,Belgium,0,1,False,False,Fora
1704,M-1990-45,1990,quarter-finals,Yugoslavia,0,0,False,True,Fora
1705,M-1990-46,1990,quarter-finals,Italy,1,0,True,False,Fora
1706,M-1990-47,1990,quarter-finals,West Germany,1,0,True,False,Fora
1707,M-1990-48,1990,quarter-finals,England,3,2,True,False,Fora
1708,M-1990-49,1990,semi-finals,Italy,1,1,False,True,Fora
1709,M-1990-50,1990,semi-finals,England,1,1,False,True,Fora
1710,M-1990-51,1990,third-place match,England,1,2,False,False,Fora
1711,M-1990-52,1990,final,Argentina,0,1,False,False,Fora
1712,M-1991-01,1991,group stage,Norway,0,4,False,False,Fora
1713,M-1991-02,1991,group stage,Nigeria,0,4,False,False,Fora
1714,M-1991-03,1991,group stage,New Zealand,0,3,False,False,Fora
1715,M-1991-04,1991,group stage,Brazil,1,0,True,False,Fora
1716,M-1991-05,1991,group stage,United States,3,2,True,False,Fora
1717,M-1991-06,1991,group stage,Italy,5,0,True,False,Fora
1718,M-1991-07,1991,group stage,New Zealand,0,4,False,False,Fora
1719,M-1991-08,1991,group stage,Nigeria,0,1,False,False,Fora
1720,M-1991-09,1991,group stage,Denmark,2,2,False,True,Fora
1721,M-1991-10,1991,group stage,United States,5,0,True,False,Fora
1722,M-1991-11,1991,group stage,Sweden,8,0,True,False,Fora
1723,M-1991-12,1991,group stage,Germany,3,0,True,False,Fora
1724,M-1991-13,1991,group stage,Sweden,2,0,True,False,Fora
1725,M-1991-14,1991,group stage,United States,3,0,True,False,Fora
1726,M-1991-15,1991,group stage,New Zealand,1,4,False,False,Fora
1727,M-1991-16,1991,group stage,Denmark,1,2,False,False,Fora
1728,M-1991-17,1991,group stage,Nigeria,0,2,False,False,Fora
1729,M-1991-18,1991,group stage,Germany,2,0,True,False,Fora
1730,M-1991-19,1991,quarter-final,Germany,2,1,True,False,Fora
1731,M-1991-20,1991,quarter-final,Sweden,1,0,True,False,Fora
1732,M-1991-21,1991,quarter-final,Italy,2,3,False,False,Fora
1733,M-1991-22,1991,quarter-final,Chinese Taipei,0,7,False,False,Fora
1734,M-1991-23,1991,semi-final,Norway,4,1,True,False,Fora
1735,M-1991-24,1991,semi-final,United States,5,2,True,False,Fora
1736,M-1991-25,1991,third-place match,Germany,0,4,False,False,Fora
1737,M-1991-26,1991,final,United States,2,1,True,False,Fora
1738,M-1994-01,1994,group stage,Bolivia,0,1,False,False,Fora
1739,M-1994-02,1994,group stage,South Korea,2,2,False,True,Fora
1740,M-1994-03,1994,group stage,Switzerland,1,1,False,True,Fora
1741,M-1994-04,1994,group stage,Republic of Ireland,1,0,True,False,Fora
1742,M-1994-05,1994,group stage,Romania,3,1,True,False,Fora
1743,M-1994-06,1994,group stage,Morocco,0,1,False,False,Fora
1744,M-1994-07,1994,group stage,Mexico,0,1,False,False,Fora
1745,M-1994-08,1994,group stage,Sweden,2,2,False,True,Fora
1746,M-1994-09,1994,group stage,Russia,0,2,False,False,Fora
1747,M-1994-10,1994,group stage,Saudi Arabia,1,2,False,False,Fora
1748,M-1994-11,1994,group stage,Greece,0,4,False,False,Fora
1749,M-1994-12,1994,group stage,Spain,1,1,False,True,Fora
1750,M-1994-13,1994,group stage,Bulgaria,0,3,False,False,Fora
1751,M-1994-14,1994,group stage,Switzerland,4,1,True,False,Fora
1752,M-1994-15,1994,group stage,Colombia,1,2,False,False,Fora
1753,M-1994-16,1994,group stage,Norway,0,1,False,False,Fora
1754,M-1994-17,1994,group stage,Bolivia,0,0,False,True,Fora
1755,M-1994-18,1994,group stage,Republic of Ireland,1,2,False,False,Fora
1756,M-1994-19,1994,group stage,Cameroon,0,3,False,False,Fora
1757,M-1994-20,1994,group stage,Russia,1,3,False,False,Fora
1758,M-1994-21,1994,group stage,Netherlands,0,1,False,False,Fora
1759,M-1994-22,1994,group stage,Morocco,1,2,False,False,Fora
1760,M-1994-23,1994,group stage,Nigeria,1,2,False,False,Fora
1761,M-1994-24,1994,group stage,Greece,0,4,False,False,Fora
1762,M-1994-25,1994,group stage,Colombia,2,0,True,False,Fora
1763,M-1994-26,1994,group stage,Romania,1,0,True,False,Fora
1764,M-1994-27,1994,group stage,Spain,3,1,True,False,Fora
1765,M-1994-28,1994,group stage,South Korea,2,3,False,False,Fora
1766,M-1994-29,1994,group stage,Mexico,1,1,False,True,Fora
1767,M-1994-30,1994,group stage,Norway,0,0,False,True,Fora
1768,M-1994-31,1994,group stage,Cameroon,1,6,False,False,Fora
1769,M-1994-32,1994,group stage,Sweden,1,1,False,True,Fora
1770,M-1994-33,1994,group stage,Saudi Arabia,1,0,True,False,Fora
1771,M-1994-34,1994,group stage,Netherlands,2,1,True,False,Fora
1772,M-1994-35,1994,group stage,Bulgaria,2,0,True,False,Fora
1773,M-1994-36,1994,group stage,Nigeria,2,0,True,False,Fora
1774,M-1994-37,1994,round of 16,Belgium,2,3,False,False,Fora
1775,M-1994-38,1994,round of 16,Switzerland,0,3,False,False,Fora
1776,M-1994-39,1994,round of 16,Sweden,3,1,True,False,Fora
1777,M-1994-40,1994,round of 16,Argentina,2,3,False,False,Fora
1778,M-1994-41,1994,round of 16,Republic of Ireland,0,2,False,False,Fora
1779,M-1994-42,1994,round of 16,United States,0,1,False,False,Fora
1780,M-1994-43,1994,round of 16,Italy,2,1,True,False,Fora
1781,M-1994-44,1994,round of 16,Bulgaria,1,1,False,True,Fora
1782,M-1994-45,1994,quarter-finals,Spain,1,2,False,False,Fora
1783,M-1994-46,1994,quarter-finals,Brazil,3,2,True,False,Fora
1784,M-1994-47,1994,quarter-finals,Germany,1,2,False,False,Fora
1785,M-1994-48,1994,quarter-finals,Sweden,2,2,False,True,Fora
1786,M-1994-49,1994,semi-finals,Italy,2,1,True,False,Fora
1787,M-1994-50,1994,semi-finals,Brazil,1,0,True,False,Fora
1788,M-1994-51,1994,third-place match,Bulgaria,0,4,False,False,Fora
1789,M-1994-52,1994,final,Italy,0,0,False,True,Fora
1790,M-1995-01,1995,group stage,Japan,0,1,False,False,Fora
1791,M-1995-02,1995,group stage,Brazil,1,0,True,False,Fora
1792,M-1995-03,1995,group stage,Canada,2,3,False,False,Fora
1793,M-1995-04,1995,group stage,Nigeria,0,8,False,False,Fora
1794,M-1995-05,1995,group stage,Australia,0,5,False,False,Fora
1795,M-1995-06,1995,group stage,China,3,3,False,True,Fora
1796,M-1995-07,1995,group stage,Japan,2,1,True,False,Fora
1797,M-1995-08,1995,group stage,Germany,2,3,False,False,Fora
1798,M-1995-09,1995,group stage,Canada,3,3,False,True,Fora
1799,M-1995-10,1995,group stage,England,0,2,False,False,Fora
1800,M-1995-11,1995,group stage,Australia,2,4,False,False,Fora
1801,M-1995-12,1995,group stage,Denmark,0,2,False,False,Fora
1802,M-1995-13,1995,group stage,Germany,6,1,True,False,Fora
1803,M-1995-14,1995,group stage,Japan,0,2,False,False,Fora
1804,M-1995-15,1995,group stage,England,3,2,True,False,Fora
1805,M-1995-16,1995,group stage,Canada,0,7,False,False,Fora
1806,M-1995-17,1995,group stage,Denmark,1,3,False,False,Fora
1807,M-1995-18,1995,group stage,Australia,1,4,False,False,Fora
1808,M-1995-19,1995,quarter-final,United States,4,0,True,False,Fora
1809,M-1995-20,1995,quarter-final,Denmark,1,3,False,False,Fora
1810,M-1995-21,1995,quarter-final,England,0,3,False,False,Fora
1811,M-1995-22,1995,quarter-final,China,1,1,False,True,Fora
1812,M-1995-23,1995,semi-final,Norway,1,0,True,False,Fora
1813,M-1995-24,1995,semi-final,China,0,1,False,False,Fora
1814,M-1995-25,1995,third-place match,United States,2,0,True,False,Fora
1815,M-1995-26,1995,final,Norway,2,0,True,False,Fora
1816,M-1998-01,1998,group stage,Scotland,1,2,False,False,Fora
1817,M-1998-02,1998,group stage,Norway,2,2,False,True,Fora
1818,M-1998-03,1998,group stage,Chile,2,2,False,True,Fora
1819,M-1998-04,1998,group stage,Austria,1,1,False,True,Fora
1820,M-1998-05,1998,group stage,Bulgaria,0,0,False,True,Fora
1821,M-1998-06,1998,group stage,Denmark,1,0,True,False,Fora
1822,M-1998-07,1998,group stage,South Africa,0,3,False,False,Fora
1823,M-1998-08,1998,group stage,Nigeria,3,2,True,False,Fora
1824,M-1998-09,1998,group stage,Mexico,3,1,True,False,Fora
1825,M-1998-10,1998,group stage,Belgium,0,0,False,True,Fora
1826,M-1998-11,1998,group stage,Japan,0,1,False,False,Fora
1827,M-1998-12,1998,group stage,Iran,0,1,False,False,Fora
1828,M-1998-13,1998,group stage,Croatia,3,1,True,False,Fora
1829,M-1998-14,1998,group stage,Tunisia,0,2,False,False,Fora
1830,M-1998-15,1998,group stage,Colombia,0,1,False,False,Fora
1831,M-1998-16,1998,group stage,United States,0,2,False,False,Fora
1832,M-1998-17,1998,group stage,Norway,1,1,False,True,Fora
1833,M-1998-18,1998,group stage,Morocco,0,3,False,False,Fora
1834,M-1998-19,1998,group stage,Austria,1,1,False,True,Fora
1835,M-1998-20,1998,group stage,Cameroon,0,3,False,False,Fora
1836,M-1998-21,1998,group stage,Denmark,1,1,False,True,Fora
1837,M-1998-22,1998,group stage,Saudi Arabia,0,4,False,False,Fora
1838,M-1998-23,1998,group stage,Bulgaria,0,1,False,False,Fora
1839,M-1998-24,1998,group stage,Paraguay,0,0,False,True,Fora
1840,M-1998-25,1998,group stage,Croatia,1,0,True,False,Fora
1841,M-1998-26,1998,group stage,Mexico,2,2,False,True,Fora
1842,M-1998-27,1998,group stage,South Korea,0,5,False,False,Fora
1843,M-1998-28,1998,group stage,Yugoslavia,2,2,False,True,Fora
1844,M-1998-29,1998,group stage,Jamaica,0,5,False,False,Fora
1845,M-1998-30,1998,group stage,Iran,2,1,True,False,Fora
1846,M-1998-31,1998,group stage,Tunisia,0,1,False,False,Fora
1847,M-1998-32,1998,group stage,England,1,2,False,False,Fora
1848,M-1998-33,1998,group stage,Cameroon,1,1,False,True,Fora
1849,M-1998-34,1998,group stage,Austria,1,2,False,False,Fora
1850,M-1998-35,1998,group stage,Norway,2,1,True,False,Fora
1851,M-1998-36,1998,group stage,Morocco,3,0,True,False,Fora
1852,M-1998-37,1998,group stage,Denmark,1,2,False,False,Fora
1853,M-1998-38,1998,group stage,Saudi Arabia,2,2,False,True,Fora
1854,M-1998-39,1998,group stage,Paraguay,3,1,True,False,Fora
1855,M-1998-40,1998,group stage,Bulgaria,1,6,False,False,Fora
1856,M-1998-41,1998,group stage,South Korea,1,1,False,True,Fora
1857,M-1998-42,1998,group stage,Mexico,2,2,False,True,Fora
1858,M-1998-43,1998,group stage,Iran,0,2,False,False,Fora
1859,M-1998-44,1998,group stage,Yugoslavia,1,0,True,False,Fora
1860,M-1998-45,1998,group stage,Croatia,0,1,False,False,Fora
1861,M-1998-46,1998,group stage,Jamaica,2,1,True,False,Fora
1862,M-1998-47,1998,group stage,England,2,0,True,False,Fora
1863,M-1998-48,1998,group stage,Tunisia,1,1,False,True,Fora
1864,M-1998-49,1998,round of 16,Norway,0,1,False,False,Fora
1865,M-1998-50,1998,round of 16,Chile,1,4,False,False,Fora
1866,M-1998-51,1998,round of 16,Paraguay,0,1,False,False,Fora
1867,M-1998-52,1998,round of 16,Denmark,4,1,True,False,Fora
1868,M-1998-53,1998,round of 16,Mexico,1,2,False,False,Fora
1869,M-1998-54,1998,round of 16,Yugoslavia,1,2,False,False,Fora
1870,M-1998-55,1998,round of 16,Croatia,1,0,True,False,Fora
1871,M-1998-56,1998,round of 16,England,2,2,False,True,Fora
1872,M-1998-57,1998,quarter-finals,France,0,0,False,True,Fora
1873,M-1998-58,1998,quarter-finals,Denmark,2,3,False,False,Fora
1874,M-1998-59,1998,quarter-finals,Argentina,1,2,False,False,Fora
1875,M-1998-60,1998,quarter-finals,Croatia,3,0,True,False,Fora
1876,M-1998-61,1998,semi-finals,Netherlands,1,1,False,True,Fora
1877,M-1998-62,1998,semi-finals,Croatia,1,2,False,False,Fora
1878,M-1998-63,1998,third-place match,Croatia,2,1,True,False,Fora
1879,M-1998-64,1998,final,France,3,0,True,False,Fora
1880,M-1999-01,1999,group stage,Denmark,0,3,False,False,Fora
1881,M-1999-02,1999,group stage,Sweden,1,2,False,False,Fora
1882,M-1999-03,1999,group stage,Mexico,1,7,False,False,Fora
1883,M-1999-04,1999,group stage,Canada,1,1,False,True,Fora
1884,M-1999-05,1999,group stage,Italy,1,1,False,True,Fora
1885,M-1999-06,1999,group stage,Russia,1,2,False,False,Fora
1886,M-1999-07,1999,group stage,Nigeria,2,1,True,False,Fora
1887,M-1999-08,1999,group stage,Ghana,1,1,False,True,Fora
1888,M-1999-09,1999,group stage,Russia,5,0,True,False,Fora
1889,M-1999-10,1999,group stage,Canada,1,7,False,False,Fora
1890,M-1999-11,1999,group stage,Sweden,3,1,True,False,Fora
1891,M-1999-12,1999,group stage,Ghana,0,7,False,False,Fora
1892,M-1999-13,1999,group stage,Italy,0,2,False,False,Fora
1893,M-1999-14,1999,group stage,Denmark,1,3,False,False,Fora
1894,M-1999-15,1999,group stage,Nigeria,1,7,False,False,Fora
1895,M-1999-16,1999,group stage,Mexico,0,6,False,False,Fora
1896,M-1999-17,1999,group stage,Russia,4,1,True,False,Fora
1897,M-1999-18,1999,group stage,Australia,1,3,False,False,Fora
1898,M-1999-19,1999,group stage,Sweden,2,0,True,False,Fora
1899,M-1999-20,1999,group stage,Japan,0,4,False,False,Fora
1900,M-1999-21,1999,group stage,Brazil,3,3,False,True,Fora
1901,M-1999-22,1999,group stage,Denmark,0,2,False,False,Fora
1902,M-1999-23,1999,group stage,Italy,2,0,True,False,Fora
1903,M-1999-24,1999,group stage,North Korea,0,3,False,False,Fora
1904,M-1999-25,1999,quarter-final,Russia,0,2,False,False,Fora
1905,M-1999-26,1999,quarter-final,Sweden,1,3,False,False,Fora
1906,M-1999-27,1999,quarter-final,Germany,2,3,False,False,Fora
1907,M-1999-28,1999,quarter-final,Nigeria,3,4,False,False,Fora
1908,M-1999-29,1999,semi-final,Brazil,0,2,False,False,Fora
1909,M-1999-30,1999,semi-final,China,5,0,True,False,Fora
1910,M-1999-31,1999,third-place match,Norway,0,0,False,True,Fora
1911,M-1999-32,1999,final,China,0,0,False,True,Fora
1912,M-2002-01,2002,group stage,Senegal,1,0,True,False,Fora
1913,M-2002-02,2002,group stage,Cameroon,1,1,False,True,Fora
1914,M-2002-03,2002,group stage,Denmark,2,1,True,False,Fora
1915,M-2002-04,2002,group stage,Saudi Arabia,0,8,False,False,Fora
1916,M-2002-05,2002,group stage,Nigeria,0,1,False,False,Fora
1917,M-2002-06,2002,group stage,South Africa,2,2,False,True,Fora
1918,M-2002-07,2002,group stage,Sweden,1,1,False,True,Fora
1919,M-2002-08,2002,group stage,Slovenia,1,3,False,False,Fora
1920,M-2002-09,2002,group stage,Mexico,1,0,True,False,Fora
1921,M-2002-10,2002,group stage,Turkey,1,2,False,False,Fora
1922,M-2002-11,2002,group stage,Ecuador,0,2,False,False,Fora
1923,M-2002-12,2002,group stage,Costa Rica,2,0,True,False,Fora
1924,M-2002-13,2002,group stage,Belgium,2,2,False,True,Fora
1925,M-2002-14,2002,group stage,Poland,0,2,False,False,Fora
1926,M-2002-15,2002,group stage,Tunisia,0,2,False,False,Fora
1927,M-2002-16,2002,group stage,Portugal,2,3,False,False,Fora
1928,M-2002-17,2002,group stage,Republic of Ireland,1,1,False,True,Fora
1929,M-2002-18,2002,group stage,Senegal,1,1,False,True,Fora
1930,M-2002-19,2002,group stage,Saudi Arabia,0,1,False,False,Fora
1931,M-2002-20,2002,group stage,Uruguay,0,0,False,True,Fora
1932,M-2002-21,2002,group stage,Nigeria,1,2,False,False,Fora
1933,M-2002-22,2002,group stage,Paraguay,1,3,False,False,Fora
1934,M-2002-23,2002,group stage,England,1,0,True,False,Fora
1935,M-2002-24,2002,group stage,Slovenia,0,1,False,False,Fora
1936,M-2002-25,2002,group stage,Croatia,2,1,True,False,Fora
1937,M-2002-26,2002,group stage,China,0,4,False,False,Fora
1938,M-2002-27,2002,group stage,Ecuador,1,2,False,False,Fora
1939,M-2002-28,2002,group stage,Turkey,1,1,False,True,Fora
1940,M-2002-29,2002,group stage,Russia,0,1,False,False,Fora
1941,M-2002-30,2002,group stage,United States,1,1,False,True,Fora
